PG.ProteinGroups	PG.Genes	[1] 20260428_TIMS6_EVO4_PRI_DIA_30SPD_15cmPS_P8_R2003_X3858_ADG000268_S1_S3-A1_1_20231.d.PG.Quantity	[2] 20260428_TIMS6_EVO4_PRI_DIA_30SPD_15cmPS_P8_R2003_X3858_ADG000268_S2_S3-A2_1_20232.d.PG.Quantity	[3] 20260428_TIMS6_EVO4_PRI_DIA_30SPD_15cmPS_P8_R2003_X3858_ADG000268_S3_S3-A3_1_20233.d.PG.Quantity	[4] 20260428_TIMS6_EVO4_PRI_DIA_30SPD_15cmPS_P8_R2003_X3858_ADG000268_S4_S3-A4_1_20234.d.PG.Quantity	[5] 20260428_TIMS6_EVO4_PRI_DIA_30SPD_15cmPS_P8_R2003_X3858_ADG000268_S5_S3-A5_1_20235.d.PG.Quantity	[6] 20260428_TIMS6_EVO4_PRI_DIA_30SPD_15cmPS_P8_R2003_X3858_ADG000268_S6_S3-A6_1_20236.d.PG.Quantity	[7] 20260428_TIMS6_EVO4_PRI_DIA_30SPD_15cmPS_P8_R2003_X3858_ADG000268_S7_S3-A7_1_20237.d.PG.Quantity	[8] 20260428_TIMS6_EVO4_PRI_DIA_30SPD_15cmPS_P8_R2003_X3858_ADG000268_S8_S3-A8_1_20238.d.PG.Quantity
P49138	Mapkapk2	576.6865234375	661.5922241210938	637.2508544921875	641.3370361328125	622.6604614257812	574.8570556640625	561.8316040039062	659.3875732421875
P49182	Serpind1	1001.5147094726562	476.1651306152344	417.68499755859375	484.19366455078125	379.2474060058594	270.816162109375	121.94086456298828	141.18333435058594
P49282	Slc11a2	498.58984375	487.2575378417969	584.8333740234375	552.745361328125	536.1272583007812	513.5071411132812	473.1640319824219	552.5189208984375
P49312	Hnrnpa1	9565.3662109375	10202.2861328125	10185.0751953125	10459.2236328125	10737.1044921875	13232.171875	10084.3525390625	10346.8515625
P49442	Inpp1	398.3888244628906	363.9813232421875	371.75885009765625	280.3071594238281	347.98114013671875	305.16986083984375	402.2828369140625	378.7156066894531
P49443	Ppm1a	789.4752807617188	704.073486328125	714.8442993164062	725.1353759765625	731.0321044921875	651.3619995117188	613.77880859375	667.2450561523438
P49446	Ptpre	89.2387466430664	88.698486328125	83.83859252929688	63.12209701538086	69.94104766845703	58.641395568847656	62.394012451171875	44.81520080566406
P49452	Cenpc	86.18209075927734	78.3802719116211	64.2922592163086	56.87027359008789	59.58403015136719	59.62596130371094	66.6407241821289	68.45185089111328
P49586	Pcyt1a	270.7197265625	214.66053771972656	243.16311645507812	182.41258239746094	215.8642578125	238.5076904296875	198.5965118408203	210.40557861328125
P49615	Cdk5	207.3362274169922	189.2781524658203	175.8625030517578	165.28909301757812	170.38296508789062	173.69815063476562	178.42782592773438	169.5431671142578
P49717	Mcm4	3458.239013671875	3531.0595703125	3702.588623046875	3512.578369140625	3629.0654296875	4300.29150390625	3312.61962890625	3535.39990234375
P49718	Mcm5	3423.906982421875	3290.850830078125	3360.626953125	3386.51025390625	3109.0126953125	3148.437744140625	2849.69384765625	2843.065185546875
P49722	Psma2	2755.1357421875	2748.7275390625	2945.943359375	3115.27294921875	2851.951904296875	3346.548583984375	2581.736572265625	2681.661865234375
P49764	Pgf	11.425569534301758	4.9796319007873535	6.229816913604736	4.1887640953063965	NaN	NaN	NaN	NaN
P49769	Psen1	65.4547348022461	45.829002380371094	50.651973724365234	56.016353607177734	49.44287109375	27.894250869750977	35.125999450683594	46.07879638671875
P49817	Cav1	1201.40771484375	1177.576171875	1186.5435791015625	964.4888305664062	865.6658325195312	941.1921997070312	529.0347290039062	562.23486328125
P49935	Ctsh	41.62883377075195	57.374755859375	34.428497314453125	19.82663345336914	20.044147491455078	39.697853088378906	36.20439529418945	34.696163177490234
P49962	Srp9	786.7431030273438	1179.8861083984375	1020.4942016601562	1077.7298583984375	934.7421875	1219.0225830078125	1063.2796630859375	890.9457397460938
P50096	Impdh1	268.2276306152344	336.68865966796875	314.8240966796875	382.9237976074219	335.80133056640625	388.45172119140625	287.7469177246094	306.0680847167969
P50136	Bckdha	28.66180992126465	12.153800964355469	18.87688446044922	16.179279327392578	10.941787719726562	13.235129356384277	22.285676956176758	10.529698371887207
P50171	Hsd17b8	15.391478538513184	23.26713752746582	36.02350997924805	27.155426025390625	30.405670166015625	32.59744644165039	33.57352828979492	37.28886413574219
P50247	Ahcy	13131.017578125	14038.6240234375	13938.056640625	15117.041015625	13811.4453125	13571.177734375	12890.640625	12461.5751953125
P50284	Ltbr	NaN	24.0128231048584	45.13064956665039	17.873889923095703	23.246843338012695	21.02591896057129	23.167015075683594	22.647418975830078
P50285	Fmo1	229.40957641601562	187.3208465576172	164.56069946289062	132.61660766601562	171.5631866455078	183.60137939453125	217.8706512451172	189.8738250732422
P50295	Nat2	79.85420227050781	100.13672637939453	115.90872192382812	133.69354248046875	126.61834716796875	59.59417724609375	168.0709686279297	131.916259765625
P50396	Gdi1	1628.6273193359375	1408.3187255859375	1453.2451171875	1427.3970947265625	1471.109130859375	1430.4488525390625	1459.6068115234375	1539.9603271484375
P50428	Arsa	116.92875671386719	115.31693267822266	155.27589416503906	109.47179412841797	132.75326538085938	163.8411407470703	178.36972045898438	184.47183227539062
P50429	Arsb	217.12310791015625	171.9165496826172	173.9080352783203	160.3509979248047	164.25564575195312	147.32839965820312	201.06129455566406	184.00595092773438
P50431	Shmt1	2210.512939453125	2398.080810546875	2594.989501953125	2127.8466796875	2176.259033203125	2204.887451171875	1964.431640625	1917.625732421875
P50516	Atp6v1a	1708.51123046875	1650.0384521484375	1575.2529296875	1428.7335205078125	1498.4189453125	1453.76171875	1427.6224365234375	1462.3291015625
P50518	Atp6v1e1	513.7515869140625	208.7945098876953	156.36517333984375	259.6082763671875	183.3027801513672	377.2806396484375	245.09182739257812	233.77577209472656
P50543	S100a11	5185.333984375	4198.15576171875	3707.571533203125	3680.1318359375	3412.53515625	4968.18359375	3800.19140625	3557.4501953125
P50544	Acadvl	2247.709716796875	2060.7236328125	2050.91455078125	1963.486083984375	1964.0234375	2175.482421875	2106.240234375	1982.87841796875
P50580	Pa2g4	9042.3427734375	8883.583984375	8502.2998046875	9012.427734375	9012.7568359375	10175.3740234375	9183.7724609375	9269.8203125
P50637	Tspo	1105.94775390625	657.2977905273438	621.0493774414062	626.672119140625	623.3763427734375	550.4210815429688	512.5504760742188	445.7969665527344
P50752	Tnnt2	113.90436553955078	75.64875793457031	NaN	NaN	NaN	10.418970108032227	NaN	NaN
P51125	Cast	773.7750244140625	790.8478393554688	749.9695434570312	741.106689453125	737.0406494140625	761.6923217773438	829.20068359375	842.4930419921875
P51141	Dvl1	37.58940124511719	49.969093322753906	38.84062957763672	48.543190002441406	46.874324798583984	39.44402313232422	52.478851318359375	45.96480178833008
P51150	Rab7a	3238.1650390625	2185.40478515625	1892.5635986328125	1630.510986328125	1824.8155517578125	2331.487060546875	1907.1895751953125	1839.5963134765625
P51163	Uros	38.650203704833984	52.28330612182617	63.01742935180664	58.87062454223633	50.66625213623047	40.99929428100586	50.905452728271484	63.17337417602539
P51174	Acadl	3356.4228515625	2977.131103515625	2848.963623046875	2991.520751953125	3013.6318359375	3538.69189453125	2927.71142578125	2991.82177734375
P51175	Ppox	147.63050842285156	139.28396606445312	157.11724853515625	151.93991088867188	138.4261016845703	131.69027709960938	195.48159790039062	154.6887664794922
P51410	Rpl9	3531.41552734375	3795.18115234375	3850.02099609375	4361.11279296875	4547.3193359375	4503.224609375	4457.3671875	4130.2490234375
P51432	Plcb3	2269.46484375	2029.4205322265625	1970.0125732421875	2321.772216796875	2412.049560546875	2455.26025390625	2740.895751953125	2585.906982421875
P51569	Gla	83.57269287109375	43.4863395690918	36.00581359863281	29.549959182739258	65.23431396484375	36.143699645996094	48.84626770019531	50.23496627807617
P51612	Xpc	91.74835205078125	69.02012634277344	77.59937286376953	89.96037292480469	79.3179931640625	75.33956909179688	73.54705810546875	79.58829498291016
P51660	Hsd17b4	1278.248779296875	1273.37353515625	1241.9910888671875	1204.46533203125	1278.575439453125	1330.884521484375	1265.011962890625	1251.608154296875
P51807	Dynlt1	1494.0584716796875	1767.1707763671875	1813.2071533203125	1544.5606689453125	1493.850341796875	1082.3714599609375	1481.4815673828125	1562.045166015625
P51829	Adcy7	381.7173767089844	348.32550048828125	331.9965515136719	363.47467041015625	356.8620300292969	374.5240783691406	379.31146240234375	386.53057861328125
P51830	Adcy9	27.92696189880371	28.59187126159668	41.99198913574219	30.857498168945312	32.11001968383789	27.495986938476562	38.24684524536133	25.98984146118164
P51855	Gss	1319.04541015625	1283.9039306640625	1205.940673828125	1221.942138671875	1185.2003173828125	1230.5865478515625	1258.24560546875	1185.476318359375
P51859	Hdgf	3410.941162109375	3364.323486328125	3414.060791015625	3290.520751953125	3518.720458984375	3032.198486328125	3442.6279296875	3480.6103515625
P51863	Atp6v0d1	363.876220703125	311.7803039550781	383.80877685546875	403.84051513671875	403.2394714355469	409.973876953125	318.2030029296875	336.758056640625
P51881	Slc25a5	15261.7080078125	16858.765625	17137.740234375	16317.076171875	15727.046875	16319.6484375	16710.56640625	16538.673828125
P51912	Slc1a5	278.8389587402344	276.68060302734375	270.73199462890625	301.04510498046875	246.16494750976562	233.85057067871094	337.0511779785156	325.4499816894531
P51943	Ccna2	157.7393035888672	224.25662231445312	210.5012969970703	175.96034240722656	196.81492614746094	212.71826171875	127.20597076416016	127.27069091796875
P51949	Mnat1	604.6865844726562	586.2849731445312	572.4264526367188	498.84283447265625	489.4949035644531	463.7879333496094	558.303955078125	532.638671875
P51954	Nek1	95.62250518798828	87.82459259033203	104.14120483398438	95.18948364257812	88.78638458251953	67.06826782226562	129.30596923828125	125.54415893554688
P52019	Sqle	220.9814453125	130.46742248535156	153.09051513671875	129.6565704345703	108.04090118408203	153.82009887695312	133.1807098388672	119.57148742675781
P52196	Tst	580.4429931640625	457.25311279296875	481.5451965332031	502.02850341796875	472.55413818359375	478.3674011230469	508.2933654785156	483.98016357421875
P52293	Kpna2	4241.423828125	5568.439453125	5056.744140625	4805.259765625	4989.81494140625	5879.00048828125	4584.13623046875	4487.8642578125
P52332	Jak1	519.045166015625	392.0794982910156	382.0965576171875	411.1473083496094	386.82159423828125	433.984619140625	345.76104736328125	341.87762451171875
P52431	Pold1	159.17149353027344	144.08294677734375	163.56382751464844	126.31687927246094	164.22860717773438	137.35037231445312	156.68157958984375	144.07154846191406
P52432	Polr1c	630.9861450195312	503.219482421875	623.9497680664062	636.2632446289062	572.2861938476562	615.6006469726562	557.75	599.8237915039062
P52479	Usp10	493.73724365234375	529.3794555664062	548.572509765625	532.881591796875	520.4947509765625	539.6900634765625	485.99420166015625	492.2724609375
P52480	Pkm	42473.83984375	39818.87890625	36642.65625	40652.50390625	39190.76171875	42776.9921875	39369.83203125	42356.87109375
P52482	Ube2e1	124.51323699951172	18.433870315551758	NaN	NaN	NaN	12.551270484924316	14.978108406066895	NaN
P52503	Ndufs6	221.9663848876953	164.5289306640625	149.84921264648438	146.6541290283203	146.72149658203125	163.452880859375	169.2753448486328	169.75656127929688
P52623	Uck1	228.4112091064453	230.162353515625	246.98802185058594	266.44573974609375	260.40557861328125	222.96401977539062	225.40843200683594	203.0740203857422
P52624	Upp1	145.03506469726562	194.55641174316406	197.50836181640625	214.0523223876953	191.90274047851562	153.9557647705078	117.02740478515625	145.0848388671875
P52734	Fgd1	65.0309066772461	56.685115814208984	63.029788970947266	77.7702865600586	65.40177154541016	42.317264556884766	60.3438720703125	54.0991096496582
P52760	Rida	107.76062774658203	77.19635772705078	74.04879760742188	36.980384826660156	59.634132385253906	55.26820373535156	70.32308197021484	67.05464172363281
P52793	Efna1	84.4896240234375	33.148956298828125	46.91004180908203	53.65575408935547	41.2076301574707	47.193111419677734	47.910369873046875	124.15448760986328
P52795	Efnb1	26.645084381103516	29.965496063232422	24.40121078491211	23.52948760986328	21.548442840576172	19.13282012939453	23.259807586669922	16.878414154052734
P52800	Efnb2	216.50421142578125	301.2226257324219	325.33599853515625	298.2991027832031	297.13360595703125	307.3624267578125	284.2102355957031	300.2716064453125
P52825	Cpt2	1194.008544921875	1083.88134765625	1195.17236328125	1252.581298828125	1282.25390625	1283.1707763671875	1183.6295166015625	1230.5736083984375
P52850	Ndst2	51.78651428222656	51.0092658996582	36.4114990234375	44.47157287597656	62.721290588378906	33.12592697143555	47.437713623046875	49.961761474609375
P52875	Tmem165	81.63683319091797	92.30191040039062	123.7269287109375	98.4131851196289	115.55233001708984	110.16627502441406	114.00248718261719	128.64306640625
P52912	Tia1	264.2068786621094	311.6837463378906	375.5444641113281	344.48370361328125	393.80987548828125	288.7047119140625	299.053955078125	316.55108642578125
P52927	Hmga2	199.80746459960938	259.8828430175781	275.1369323730469	261.4671325683594	242.11915588378906	270.9804382324219	131.03009033203125	178.36297607421875
P52963	Epb41l4a	15.406317710876465	13.06495189666748	17.685476303100586	20.872465133666992	17.44416618347168	7.374588489532471	9.687883377075195	9.135456085205078
P53026	Rpl10a	22448.0390625	23497.46875	25152.51953125	24679.90234375	22139.435546875	22865.79296875	20011.46875	20797.4765625
P53351	Plk2	66.8795394897461	37.7218132019043	36.82488250732422	51.58054733276367	36.327911376953125	44.74269485473633	33.47289276123047	34.40501403808594
P53368	Nudt1	27.909542083740234	6.583909511566162	23.13340950012207	120.0869369506836	20.603422164916992	35.25965881347656	NaN	28.691627502441406
P53395	Dbt	442.015869140625	472.5035705566406	464.85894775390625	398.5718994140625	451.9801330566406	427.8963317871094	433.94830322265625	428.05316162109375
P53564	Cux1	444.8022766113281	399.0273742675781	346.2600402832031	370.0255126953125	381.60162353515625	404.3813781738281	392.87640380859375	400.3081359863281
P53568	Cebpg	14.18203067779541	22.638437271118164	17.887033462524414	6.405158996582031	18.352096557617188	15.4713716506958	9.355154991149902	14.868786811828613
P53569	Cebpz	1144.802001953125	1284.1689453125	1196.944580078125	1185.6002197265625	1185.697509765625	1114.399169921875	1081.5296630859375	991.2258911132812
P53612	Rabggtb	343.0314636230469	370.1965637207031	375.9342041015625	375.4319763183594	414.67559814453125	452.08837890625	414.8701477050781	319.9950256347656
P53668	Limk1	99.78254699707031	99.14059448242188	95.87969970703125	99.36693572998047	95.76566314697266	60.90791702270508	80.14141845703125	90.56085205078125
P53690	Mmp14	177.02273559570312	167.5713653564453	146.86215209960938	165.42123413085938	176.03636169433594	200.7259521484375	183.81410217285156	193.6936492919922
P53702	Hccs	707.158447265625	682.265869140625	751.096923828125	763.3112182617188	650.9413452148438	663.0999145507812	726.8864135742188	644.605712890625
P53762	Arnt	152.04090881347656	205.7179718017578	194.82379150390625	227.7307891845703	265.052490234375	173.08731079101562	210.87033081054688	226.84390258789062
P53798	Fdft1	141.42735290527344	160.26727294921875	173.57223510742188	147.83786010742188	121.87088775634766	110.4921646118164	158.64251708984375	162.9436798095703
P53810	Pitpna	1985.3323974609375	1620.9879150390625	1713.6260986328125	1708.9376220703125	1675.310791015625	1528.290771484375	1519.789794921875	1555.889404296875
P53811	Pitpnb	1039.6263427734375	1153.984375	1204.976318359375	1291.1182861328125	1144.6639404296875	1033.81884765625	1152.083984375	1090.1829833984375
P53986	Slc16a1	481.5335998535156	447.3955078125	388.7502136230469	506.797607421875	453.9687194824219	408.71234130859375	512.7572021484375	473.2455139160156
P53994	Rab2a	873.7262573242188	853.2864990234375	760.7622680664062	754.755859375	774.8119506835938	1000.7279052734375	870.3512573242188	900.4407958984375
P53995	Anapc1	840.0382080078125	875.6224975585938	859.039306640625	862.6541137695312	842.718994140625	806.9339599609375	872.1383056640625	785.4993896484375
P53996	Cnbp	2044.685791015625	2509.670654296875	2283.715576171875	2063.735595703125	2189.857666015625	1875.5523681640625	2175.77490234375	2271.9951171875
P54071	Idh2	4404.72509765625	4160.55712890625	3803.889404296875	3658.924072265625	3971.370849609375	4164.6787109375	3969.04931640625	4237.13037109375
P54099	Polg	886.8165893554688	718.8927001953125	792.5693359375	739.1212768554688	702.6427612304688	573.54541015625	741.9371948242188	669.55078125
P54103	Dnajc2	2718.390380859375	2369.25	2549.970458984375	2762.38330078125	2729.013427734375	2327.6748046875	2362.51611328125	2278.075439453125
P54116	Stom	234.83680725097656	176.35079956054688	132.4192657470703	161.51832580566406	152.05564880371094	182.74041748046875	123.99217224121094	156.15003967285156
P54227	Stmn1	604.325439453125	636.9308471679688	692.2217407226562	601.3441162109375	604.738525390625	645.293212890625	849.2522583007812	852.65625
P54254	Atxn1	120.72933197021484	66.73067474365234	71.0889892578125	63.972530364990234	66.11782836914062	85.02841186523438	87.88458251953125	80.17976379394531
P54265	Dmpk	70.16243743896484	77.58524322509766	77.84770965576172	121.583984375	89.91299438476562	53.32057571411133	52.15372085571289	68.55512237548828
P54276	Msh6	971.6087036132812	1191.7188720703125	1228.2452392578125	1112.7137451171875	1160.092529296875	1213.4447021484375	1145.4310302734375	1141.488037109375
P54279	Pms2	123.62088775634766	95.93494415283203	99.61846923828125	90.55316162109375	90.95203399658203	79.05231475830078	93.07289123535156	82.65388488769531
P54285	Cacnb3	55.681365966796875	41.588531494140625	57.78272247314453	54.52547073364258	56.078102111816406	36.65130615234375	53.697322845458984	51.55201721191406
P54310	Lipe	44.34071731567383	53.09925842285156	48.8984489440918	68.771728515625	77.20780944824219	87.62483978271484	85.10993957519531	74.80474853515625
P54726	Rad23a	290.30865478515625	373.7896423339844	250.49656677246094	216.1487274169922	250.27120971679688	316.87103271484375	301.6770324707031	300.1892395019531
P54728	Rad23b	1690.4779052734375	1916.5677490234375	1606.8897705078125	1658.890869140625	1723.454345703125	1235.671142578125	1446.6658935546875	1591.4154052734375
P54729	Nub1	327.72723388671875	416.04864501953125	462.5350646972656	403.607666015625	423.1054382324219	385.5809020996094	464.7569580078125	437.9618835449219
P54731	Faf1	891.0948486328125	800.4838256835938	672.6133422851562	775.714111328125	781.1512451171875	746.007080078125	808.8065795898438	782.6442260742188
P54751	St3gal1	122.61369323730469	117.93291473388672	128.3892364501953	131.77487182617188	177.13980102539062	150.06430053710938	249.17593383789062	244.1415557861328
P54754	Ephb3	71.0947265625	35.58946990966797	24.93158721923828	NaN	17.66989517211914	24.887929916381836	39.37331771850586	8.873287200927734
P54761	Ephb4	83.53104400634766	89.5379409790039	80.72493743896484	99.71463012695312	96.69037628173828	79.8271484375	79.5829849243164	99.7098388671875
P54763	Ephb2	26.92604637145996	34.26715850830078	28.873889923095703	37.34642028808594	41.21430206298828	35.68669128417969	29.828670501708984	39.6580924987793
P54775	Psmc4	3490.756591796875	3879.894775390625	3836.591064453125	4092.447998046875	4133.8984375	4062.0751953125	4119.73583984375	4038.33740234375
P54797	Tango2	18.725013732910156	34.7922477722168	40.775577545166016	22.625585556030273	24.793964385986328	29.925636291503906	30.440837860107422	43.3399543762207
P54822	Adsl	8326.0732421875	9245.388671875	9601.17578125	9181.51953125	8933.5380859375	8222.5859375	8420.3984375	8332.1337890625
P54823	Ddx6	2791.69873046875	2528.90478515625	2569.490234375	2524.798583984375	2480.512939453125	3015.662353515625	2294.890625	2401.249755859375
P54923	Adprh	1208.64697265625	1310.49658203125	1264.3907470703125	1298.1226806640625	1309.4471435546875	1073.254150390625	1255.771484375	1195.7962646484375
P55012	Slc12a2	124.25782775878906	91.77994537353516	133.01736450195312	132.11839294433594	94.5637435913086	91.4420394897461	94.30776977539062	90.86170196533203
P55096	Abcd3	1750.5648193359375	1856.239990234375	1718.6402587890625	1639.713623046875	1636.9832763671875	1371.1884765625	1576.22216796875	1474.000244140625
P55194	Sh3bp1	173.50318908691406	199.3665008544922	210.5503692626953	153.03384399414062	193.61337280273438	153.71279907226562	171.76492309570312	159.20765686035156
P55200	Kmt2a	223.69906616210938	206.66282653808594	191.21868896484375	185.9423828125	205.0648956298828	186.8185272216797	211.96426391601562	209.24069213867188
P55258	Rab8a	335.20794677734375	335.5206604003906	337.9364013671875	355.68682861328125	322.2000427246094	336.5356140136719	331.60821533203125	307.6519775390625
P55264	Adk	994.7509765625	823.6843872070312	796.1074829101562	834.086669921875	824.9652709960938	828.2246704101562	810.6163940429688	821.2669677734375
P55302	Lrpap1	2461.21044921875	1790.0654296875	1801.0609130859375	1944.591796875	1913.86572265625	2014.848876953125	1887.3623046875	1642.99462890625
P55821	Stmn2	87.87873840332031	101.45561981201172	88.59180450439453	87.14412689208984	79.35469055175781	74.33679962158203	133.9618377685547	147.80853271484375
P55937	Golga3	390.69097900390625	400.76678466796875	393.3377380371094	423.8070068359375	408.66070556640625	373.13916015625	392.6785888671875	417.5311584472656
P56135	Atp5mf	2744.8984375	1512.57666015625	856.5941162109375	1094.400390625	1249.5411376953125	1555.8211669921875	1289.7442626953125	1068.6766357421875
P56183	Rrp1	307.0903015136719	338.19671630859375	333.7103576660156	339.9977722167969	288.8406677246094	254.27947998046875	258.47821044921875	267.3641357421875
P56212	Arpp19	532.035400390625	597.000244140625	426.71197509765625	496.5858459472656	490.7453918457031	625.4359741210938	580.8724975585938	674.0402221679688
P56213	Gfer	100.92996215820312	72.12213897705078	94.8946304321289	65.7758560180664	67.01327514648438	102.45822143554688	64.97293853759766	80.90348052978516
P56371	Rab4a	64.15573120117188	132.01611328125	139.1572265625	143.38168334960938	53.430545806884766	130.3542938232422	130.4906463623047	105.28543090820312
P56376	Acyp1	109.49180603027344	43.52077102661133	48.33082580566406	80.7930908203125	45.30525588989258	118.87696075439453	88.58649444580078	76.31095123291016
P56379	Atp5mj	136.05775451660156	105.77615356445312	90.1104965209961	112.26016998291016	100.73109436035156	93.5280990600586	97.18363189697266	99.78561401367188
P56380	Nudt2	423.2813720703125	381.8587646484375	423.1977844238281	461.6368408203125	437.54364013671875	375.8350524902344	435.3455505371094	471.4911193847656
P56382	Atp5f1e	487.5915222167969	513.9674682617188	403.0295104980469	425.48126220703125	418.931640625	700.4608154296875	563.1263427734375	555.4915771484375
P56387	Dynlt3	116.527587890625	192.62399291992188	202.97314453125	180.52914428710938	176.67762756347656	159.32875061035156	176.59263610839844	194.30825805664062
P56389	Cda	631.0755615234375	520.2966918945312	557.764892578125	711.9408569335938	572.8003540039062	546.0304565429688	811.1083374023438	905.4880981445312
P56390	Cks2	1278.50341796875	1195.122314453125	1222.3905029296875	1301.641845703125	1184.549560546875	1077.6087646484375	1291.5650634765625	1241.233154296875
P56391	Cox6b1	1682.5994873046875	1536.28369140625	1542.49267578125	1510.889892578125	1389.4031982421875	1321.0604248046875	1371.7354736328125	1487.000732421875
P56394	Cox17	232.2911834716797	108.81291198730469	126.79496765136719	172.78009033203125	136.73214721679688	85.98324584960938	137.9251708984375	174.33843994140625
P56395	Cyb5a	1570.1058349609375	1041.38623046875	1320.4234619140625	1061.140380859375	949.2316284179688	1040.7979736328125	680.830810546875	672.3739013671875
P56399	Usp5	2101.32958984375	1946.888427734375	1792.7010498046875	1814.9268798828125	1764.991455078125	1886.4127197265625	1833.867431640625	1708.523681640625
P56480	Atp5f1b	23850.462890625	17512.99609375	15264.447265625	16148.2529296875	17714.541015625	20392.998046875	19029.41796875	17298.806640625
P56485	Ackr3	11.294843673706055	21.30984115600586	16.20150375366211	9.9265718460083	15.704131126403809	4.719152927398682	41.79304504394531	35.5594596862793
P56542	Dnase2	143.48048400878906	128.01402282714844	128.94180297851562	97.93729400634766	103.48775482177734	134.6072998046875	136.96218872070312	121.7795639038086
P56546	Ctbp2	331.02728271484375	264.5930480957031	269.2180480957031	272.144287109375	289.81591796875	300.94000244140625	313.42034912109375	301.1106262207031
P56565	S100a1	236.42018127441406	125.63280487060547	81.88743591308594	106.65369415283203	115.79076385498047	146.84571838378906	111.98297882080078	142.034423828125
P56581	Tdg	128.4722900390625	124.7240982055664	109.09009552001953	111.1497573852539	100.78568267822266	176.6854248046875	148.236572265625	145.5755615234375
P56671	Maz	150.8148956298828	66.1346435546875	64.92965698242188	42.8227653503418	55.75434875488281	43.54227828979492	73.70294952392578	70.13094329833984
P56695	Wfs1	49.79949188232422	66.01449584960938	58.827392578125	41.82061767578125	42.65968322753906	32.20993423461914	48.32502365112305	41.135894775390625
P56812	Pdcd5	586.6530151367188	535.1942138671875	739.44921875	809.17431640625	510.4543762207031	648.9229736328125	609.555908203125	522.04296875
P56818	Bace1	53.040382385253906	38.25142288208008	41.33222961425781	55.78181076049805	54.736663818359375	74.36951446533203	43.9276123046875	47.23114776611328
P56873	Znrd2	86.82210540771484	122.74425506591797	142.13169860839844	150.07135009765625	129.11282348632812	140.4264373779297	199.37808227539062	163.9163818359375
P56931	E2f2	27.08501434326172	NaN	14.085003852844238	29.558475494384766	19.726594924926758	26.1612606048584	35.021968841552734	34.8593635559082
P56959	Fus	2610.47021484375	2277.184326171875	1869.4822998046875	2300.8720703125	2046.3553466796875	2617.576416015625	2366.576416015625	2420.59912109375
P56960	Exosc10	747.25927734375	773.6845092773438	761.05126953125	845.044677734375	853.7703247070312	874.9471435546875	811.3456420898438	795.6259765625
P57080	Usp25	141.7482147216797	145.5289306640625	124.4075698852539	144.60264587402344	126.90245056152344	121.16057586669922	102.22286224365234	107.77472686767578
P57680	Evc	25.364513397216797	33.224151611328125	47.000999450683594	43.31565856933594	35.55498504638672	38.211944580078125	34.895111083984375	55.055511474609375
P57716	Ncstn	254.13775634765625	151.0320281982422	131.13230895996094	169.55543518066406	135.91265869140625	178.58038330078125	154.80517578125	164.88449096679688
P57722	Pcbp3	186.6872100830078	186.5745849609375	133.54139709472656	204.67787170410156	160.09910583496094	150.35289001464844	182.63905334472656	205.94915771484375
P57724	Pcbp4	575.0841674804688	577.1222534179688	595.9189453125	545.0048828125	599.53515625	696.5711059570312	626.8360595703125	625.7318725585938
P57746	Atp6v1d	160.11639404296875	165.1943817138672	160.4954833984375	150.54811096191406	191.07913208007812	144.3115997314453	182.0624542236328	150.0740509033203
P57759	Erp29	456.4649353027344	516.4570922851562	395.7642517089844	345.1676025390625	360.0405578613281	389.32470703125	479.1777648925781	438.9838562011719
P57776	Eef1d	4705.68359375	5286.47802734375	5247.9599609375	4873.7841796875	5014.123046875	6255.3623046875	4903.21923828125	4923.50537109375
P57780	Actn4	13605.7666015625	12287.5302734375	12426.7666015625	11248.1357421875	11879.693359375	11839.8095703125	10804.5205078125	10551.8603515625
P57784	Snrpa1	1237.7232666015625	1429.9180908203125	1445.96142578125	1432.8006591796875	1434.929931640625	1486.6436767578125	1385.994873046875	1445.939697265625
P57787	Slc16a3	167.010498046875	107.44576263427734	113.90097045898438	124.33786010742188	130.3687286376953	156.20355224609375	254.34510803222656	295.41864013671875
P57791	Rce1	118.27218627929688	67.20376586914062	63.78676986694336	68.38722229003906	29.496952056884766	75.01417541503906	62.97216033935547	37.20466613769531
P58006	Sesn1	35.48967361450195	43.89470672607422	25.671030044555664	29.711023330688477	28.86620330810547	32.30970001220703	32.71076583862305	32.47980880737305
P58021	Tm9sf2	603.6189575195312	628.4202880859375	562.2409057617188	539.7571411132812	554.9618530273438	620.8427734375	601.95849609375	542.8905639648438
P58022	Loxl2	61.86909103393555	43.00716018676758	62.28302764892578	95.18500518798828	60.027645111083984	43.03453826904297	98.28509521484375	131.26210021972656
P58043	Sesn2	46.61234664916992	40.81220245361328	42.29179382324219	48.90083694458008	49.10272216796875	33.608028411865234	53.922279357910156	43.27168655395508
P58044	Idi1	485.13446044921875	561.7499389648438	520.2988891601562	490.9098815917969	466.1234130859375	416.8887023925781	631.8138427734375	641.8219604492188
P58058	Nadk	134.46241760253906	96.17729187011719	83.50231170654297	87.3330078125	84.91014862060547	107.05140686035156	100.73638153076172	75.40892028808594
P58059	Mrps21	102.61083221435547	82.43304443359375	73.41651916503906	73.13850402832031	92.35419464111328	102.67980194091797	113.10284423828125	104.68603515625
P58064	Mrps6	300.6451721191406	297.5123291015625	350.1945495605469	397.78271484375	308.35772705078125	289.5646057128906	248.2375030517578	249.97067260742188
